hypothesis,unit,branch,trade_count,expectancy_r,profit_factor,win_rate,average_win_r,average_loss_r,max_drawdown_r,total_r,annual_trade_frequency,monthly_trade_frequency
H4_LONDON_SWEEP_REVERSAL,AUDUSD,london_open_sweep_high,1717,-0.08468061792886468,0.8422486000830329,0.5061153174140943,0.8933088016386147,-1.0868891151035576,152.99662098386048,-145.39662098386066,572.3333333333334,47.69444444444444
H4_LONDON_SWEEP_REVERSAL,AUDUSD,london_open_sweep_low,1634,-0.06567886373926449,0.8748754627011542,0.5140758873929009,0.8933099032575164,-1.0802261739121812,108.91926334995816,-107.31926334995816,544.6666666666666,45.388888888888886
H4_LONDON_SWEEP_REVERSAL,CADJPY,london_open_sweep_high,1696,-0.1147917105182321,0.7929369939575163,0.49174528301886794,0.8939361293906765,-1.090753448898777,199.28674103892214,-194.68674103892164,565.3333333333334,47.111111111111114
H4_LONDON_SWEEP_REVERSAL,CADJPY,london_open_sweep_low,1744,-0.08974590629899869,0.8335385945386401,0.5034403669724771,0.8926449832495296,-1.0857496026311093,161.0937200181909,-156.5168605854537,581.3333333333334,48.44444444444444
H4_LONDON_SWEEP_REVERSAL,CHFJPY,london_open_sweep_high,1796,-0.12105806015144033,0.781869699838531,0.48942093541202675,0.8866037293658628,-1.0869628725676994,228.26430443629422,-217.42027603198682,598.6666666666666,49.888888888888886
H4_LONDON_SWEEP_REVERSAL,CHFJPY,london_open_sweep_low,1796,-0.08675317972776656,0.8387117631734252,0.5055679287305123,0.8923103397076161,-1.0878676793306128,158.60531042413223,-155.80871079106873,598.6666666666666,49.888888888888886
H4_LONDON_SWEEP_REVERSAL,EURAUD,london_open_sweep_high,1644,-0.047657178201858816,0.9076385476506661,0.5249391727493917,0.8921574785387901,-1.086146357161116,82.34840096385564,-78.3484009638559,548.0,45.666666666666664
H4_LONDON_SWEEP_REVERSAL,EURAUD,london_open_sweep_low,1677,-0.0852500945683542,0.8420451649212172,0.507453786523554,0.8955726744213321,-1.0957587827163242,155.36440859113122,-142.96440859113,559.0,46.583333333333336
H4_LONDON_SWEEP_REVERSAL,EURGBP,london_open_sweep_high,1582,-0.10154802316892611,0.811952767679102,0.49557522123893805,0.8847604698145615,-1.0705528583807735,166.48733017261154,-160.64897265324112,527.3333333333334,43.94444444444444
H4_LONDON_SWEEP_REVERSAL,EURGBP,london_open_sweep_low,1464,-0.10413767562883315,0.8078779614736492,0.4959016393442623,0.8830410858874145,-1.075264749965955,168.6029902027395,-152.45755712061174,488.0,40.666666666666664
H4_LONDON_SWEEP_REVERSAL,EURJPY,london_open_sweep_high,1555,-0.060098470496729985,0.8845120978204531,0.5183279742765273,0.8880267653199938,-1.0803774291993729,98.97495252706604,-93.45312162241513,518.3333333333334,43.19444444444444
H4_LONDON_SWEEP_REVERSAL,EURJPY,london_open_sweep_low,1667,-0.07928800213354141,0.8509045030986029,0.5092981403719257,0.8884882313738633,-1.0837403520697109,142.36129827128673,-132.17309955661352,555.6666666666666,46.30555555555556
