pair,signal_dt,entry_dt,exit_dt,side,entry,signal_close,stop,target,exit,reason,r,atr,execution_tf,year
USDJPY,2020-08-18 08:00:00,2020-08-18 08:00:00,2020-08-19 20:00:00,-1,105630.0,105637.0,106032.91684506617,104622.7078873346,106039.91684506617,SL,-1.0173733118526143,230.23819718066363,h4,2020
USDJPY,2020-09-16 12:00:00,2020-09-16 12:00:00,2020-09-18 12:00:00,-1,105185.0,105192.0,105499.18389353411,104399.54026616472,104406.54026616472,TP,2.4777200545792906,179.53365344806448,h4,2020
USDJPY,2020-09-21 12:00:00,2020-09-21 12:00:00,2020-09-21 16:00:00,-1,104113.0,104117.0,104519.71977814454,103096.20055463864,104526.71977814454,SL,-1.0172108669805286,232.411301796884,h4,2020
USDJPY,2020-10-12 16:00:00,2020-10-12 16:00:00,2020-10-16 16:00:00,-1,105365.0,105372.0,105658.32572790213,104631.68568024467,105367.0,FRIDAY,-0.006818358601899714,167.6147016583614,h4,2020
USDJPY,2020-10-21 16:00:00,2020-10-21 16:00:00,2020-10-22 20:00:00,-1,104583.0,104590.0,104914.74194791148,103753.64513022131,104921.74194791148,SL,-1.0211007382215922,189.56682737798567,h4,2020
USDJPY,2020-10-28 08:00:00,2020-10-28 08:00:00,2020-10-29 16:00:00,-1,104248.0,104255.0,104553.75147948084,103483.62130129791,104560.75147948084,SL,-1.0228944108852416,174.71513113190449,h4,2020
USDJPY,2020-11-17 12:00:00,2020-11-17 12:00:00,2020-11-20 16:00:00,-1,104286.0,104293.0,104728.27409264006,103180.31476839985,103804.0,FRIDAY,1.0898219181747792,252.72805293717704,h4,2020
USDJPY,2020-12-14 12:00:00,2020-12-14 12:00:00,2020-12-14 16:00:00,-1,103747.0,103754.0,104080.38397783914,102913.54005540216,104087.38397783914,SL,-1.0209968098808397,190.5051301937913,h4,2020
USDJPY,2020-12-16 08:00:00,2020-12-16 08:00:00,2020-12-16 20:00:00,-1,103484.0,103491.0,103834.78416134165,102607.03959664586,103841.78416134165,SL,-1.019955290949351,200.44809219523216,h4,2020
USDJPY,2020-12-17 12:00:00,2020-12-17 12:00:00,2020-12-18 04:00:00,-1,103067.0,103073.0,103469.33701462032,102061.15746344918,103476.33701462032,SL,-1.0173983495070773,229.90686549732848,h4,2020
USDJPY,2020-12-30 08:00:00,2020-12-30 08:00:00,2021-01-06 00:00:00,-1,103325.0,103332.0,103617.5754731021,102593.56131724476,102600.56131724476,TP,2.4760745494973087,167.1859846297698,h4,2020
USDJPY,2021-01-21 08:00:00,2021-01-21 08:00:00,2021-01-21 16:00:00,-1,103362.0,103370.0,103662.31155489336,102611.22111276662,103669.31155489336,SL,-1.0233091264253613,171.60660279620032,h4,2021
USDJPY,2021-03-15 08:00:00,2021-03-15 08:00:00,2021-03-16 12:00:00,1,109290.0,109284.0,108837.15110534312,110422.12223664222,108830.15110534312,SL,-1.0154576947908878,258.7707969467921,h4,2021
USDJPY,2021-03-26 12:00:00,2021-03-26 12:00:00,2021-03-26 16:00:00,1,109478.0,109471.0,109138.22668181792,110327.4332954552,109800.0,FRIDAY,0.9476906595339222,194.15618181832866,h4,2021
USDJPY,2021-03-30 08:00:00,2021-03-30 08:00:00,2021-03-31 04:00:00,1,109947.0,109940.0,109604.47246092657,110803.3188476836,110796.3188476836,TP,2.4795636869989197,195.73002232767718,h4,2021
USDJPY,2021-03-31 08:00:00,2021-03-31 08:00:00,2021-03-31 16:00:00,1,110870.0,110864.0,110461.22687943885,111891.93280140287,110454.22687943885,SL,-1.0171244136365696,233.58464032065632,h4,2021
USDJPY,2021-05-03 08:00:00,2021-05-03 08:00:00,2021-05-03 16:00:00,1,109589.0,109582.0,109158.34235523174,110665.64411192064,109151.34235523174,SL,-1.0162542104733145,246.09008272471712,h4,2021
