event,horizon,dispersion_regime,pair,event_count,mean_forward_return,median_forward_return,standard_error,t_statistic,directional_probability,p25,p50,p75
usd_weakest,16,normal,AUDUSD,5400,-0.012622092155892254,0.0,0.011662332986603482,-1.0822956410515157,0.23722222222222222,-0.0234276543019418,-0.0,0.021220403866382527
usd_weakest,16,normal,EURUSD,2027,0.004073936900152493,0.0,0.015418814965627602,0.26421854787377097,0.4898865318204243,-0.31839050614499165,0.0,0.32795215421725155
usd_weakest,16,normal,GBPUSD,2825,-0.003869153613690867,0.0,0.013071951671734314,-0.29598897784002665,0.4976991150442478,-0.3485476139887409,0.0,0.3381939635253236
usd_weakest,16,normal,NZDUSD,2814,0.00497614531284281,0.0,0.012416071385777177,0.4007825952533641,0.48294243070362475,-0.342870295973285,-0.0,0.3591986122011298
usd_weakest,16,normal,USDCAD,3084,0.0021500713157619716,0.0,0.01245501906755592,0.17262689877068854,0.4649805447470817,-0.33301335945009336,0.0,0.3408002208859926
usd_weakest,16,normal,USDCHF,2080,-0.009166922723044358,0.0,0.01599173642089219,-0.5732287277489363,0.47836538461538464,-0.34618488917250645,0.0,0.32644622728450456
usd_weakest,16,normal,USDJPY,3574,0.005176670302033425,0.0080707592908581,0.01065904986268019,0.4856596384034331,0.48377168438724116,-0.33659391211480494,0.0080707592908581,0.3607622052472468
usd_strong_minus_weak_change,16,normal,usd,21804,-0.9602496039645146,-0.9493661146604899,0.005933198876767162,-161.84348846363437,,-1.4873772858696621,-0.9493661146604899,-0.3103804350327108
usd_basket_persistence,16,normal,usd,21804,0.0017047187464620816,0.0,0.0033727205909498347,0.5054432172758178,0.42272060172445425,-0.2019733680429512,0.0,0.20533174869199344
usd_strongest,16,high,AUDUSD,779,-0.025472785052765783,-0.0312825516440547,0.029802737407671486,-0.8547129313768629,0.4749679075738126,-0.4024676405251058,-0.0312825516440547,0.3935837155551043
usd_strongest,16,high,EURUSD,798,-0.00542955113264355,-0.03235698302615865,0.02846277960255768,-0.1907596941851613,0.4799498746867168,-0.42802577790206464,-0.03235698302615865,0.34288362382889037
usd_strongest,16,high,GBPUSD,1152,-0.0009978686711485307,-0.00832218685548,0.024326663007611674,-0.041019545954013636,0.4947916666666667,-0.44209001575738427,-0.00832218685548,0.4518738638524475
usd_strongest,16,high,NZDUSD,694,0.006643829412101742,0.0,0.026726061658537397,0.2485899156032004,0.4956772334293948,-0.3905904080484678,-0.0,0.3701783737990227
usd_strongest,16,high,USDCAD,1198,0.00527447100480044,0.0,0.02279977813012662,0.2313386987670282,0.496661101836394,-0.4143617067408652,0.0,0.4221919019892573
usd_strongest,16,high,USDCHF,818,-0.002054270142505115,-0.0089735188379074,0.02962662142741292,-0.0693386570432341,0.4828850855745721,-0.4581715315215925,-0.0089735188379074,0.4477100921596104
usd_strongest,16,high,USDJPY,1355,0.015649943202641483,0.0178272397469901,0.021591361337510107,0.7248242923642451,0.5025830258302583,-0.37892262790154785,0.0178272397469901,0.4121402575491149
usd_weakest,16,high,AUDUSD,739,0.0008450768365250844,0.0129754809523513,0.029655504502608298,0.028496457932481206,0.4993234100135318,-0.4252186767289386,0.0129754809523513,0.4221945837681159
usd_weakest,16,high,EURUSD,815,-0.06853029003121296,-0.0208172569264075,0.02738575681351367,-2.5024062872491535,0.5104294478527608,-0.4858515451740488,-0.0208172569264075,0.3557848704556932
