event,horizon,dispersion_regime,event_count,mean_forward_return,median_forward_return,standard_error,t_statistic,directional_probability,p25,p50,p75,pair_breadth_same_sign,year_breadth_same_sign
sweep_then_mss_up,16,not_applicable,38798,-0.03260932294449719,-0.060368319761816946,0.017631139236572002,-1.8495301129978132,0.48703541419660806,-1.5827962638423871,-0.060368319761816946,1.5429142772128521,9,4
london_body_range_break_down,1,not_applicable,593213,0.0076651391245368804,0.0,0.0011304024948399806,6.780893672409981,0.4616014820983357,-0.3412929401669015,0.0,0.376830572023015,14,5
asia_sweep_low,8,not_applicable,70862,-0.04824590712629073,-0.0249446699406924,0.010004392037984583,-4.822472664316944,0.49081312974513847,-1.1820146333320458,-0.0249446699406924,1.1013984055144466,13,4
ny_open_sweep_high,1,not_applicable,87444,0.031071908172015078,0.02155683762991515,0.0030323400308240687,10.246841665567096,0.4779744750926307,-0.36427435909090133,0.02155683762991515,0.4147137412760895,15,5
ote_down,4,not_applicable,126,0.8111674317015075,0.11450964986497911,0.8286754619608747,0.9788722713980955,0.48412698412698413,-1.6683753671011152,0.11450964986497911,1.5034767104177256,8,1
fvg_down_h1_down,4,not_applicable,87345,0.04600062413734463,0.0859334919617639,0.0067142580875690664,6.851184976417761,0.4635411300017173,-0.6984517763625452,0.0859334919617639,0.8246730431214188,14,5
sweep_then_mss_down,2,not_applicable,40785,0.03982334224877625,0.0900494244726555,0.005927558567881801,6.718338046385094,0.45325487311511586,-0.520851018309777,0.0900494244726555,0.6461714144661241,15,5
asia_extreme_down,1,not_applicable,574116,0.0008671281782738788,0.0,0.0009758851030550881,0.8885556051212004,0.4773564924161668,-0.35257946562694453,0.0,0.3580920559435422,9,3
sweep_then_mss_down,1,not_applicable,40859,0.032154800379338745,0.0669337352682987,0.004336972726572349,7.4141117333591655,0.449717320541374,-0.3648615021162901,0.0669337352682987,0.4757007381829911,15,5
london_open_sweep_high,2,not_applicable,83723,0.04392113723887496,0.0306451047762598,0.00432792849690564,10.148304730606679,0.47986813659328975,-0.5263980978379452,0.0306451047762598,0.5903350438328374,15,5
ny_open_sweep_high,8,not_applicable,85744,0.0369797830613414,0.01593338751484795,0.008555685827658779,4.322246492711705,0.49309572681470426,-1.005576233619037,0.01593338751484795,1.0659699150496953,13,5
london_open_sweep_low,16,not_applicable,79241,-0.05216034964767828,-0.0375581411554609,0.014164026000713984,-3.6825934691908198,0.4915510909756313,-1.65360626344524,-0.0375581411554609,1.5403726258453183,11,4
london_open_extreme_down,4,not_applicable,503103,-0.002383389528851267,0.0,0.002308910617565368,-1.0322571652273111,0.47262091460396777,-0.676799220545937,0.0,0.6785576717794477,9,2
london_open_range_break_down,16,not_applicable,644670,-0.00157611239039975,0.0,0.004102603277741528,-0.3841737267044245,0.46823956442831216,-1.3657530242651779,0.0,1.430203773256043,8,3
asia_range_break_down,2,not_applicable,626735,0.006749809073779959,0.0,0.0015388055096426975,4.386395182161278,0.46806704588063536,-0.46832428934963544,0.0,0.5087928661657033,12,4
m15_shock_down_0_5_1_0,2,not_applicable,246205,0.04267668643797762,0.0712558541755726,0.0021996493994010883,19.401585747982136,0.5338681180317215,-0.4792451243674051,0.0712558541755726,0.5949573094046795,15,5
m15_shock_down_1_0_1_5,4,not_applicable,71442,0.04901241226260589,0.10143843833517405,0.006963894234178931,7.03807533751044,0.5298423896307494,-0.7931353294055526,0.10143843833517405,0.9431754989896968,14,5
london_open_extreme_down,16,not_applicable,485696,0.022314753588263545,0.0,0.007555438236785241,2.9534691289804305,0.4733413493213862,-1.44318801678382,0.0,1.4418640994436487,7,3
london_open_range_break_up,1,not_applicable,688614,-0.0006626235151273352,0.0,0.0011763650082652571,-0.5632805383292403,0.4702416738550189,-0.368674623286108,0.0,0.3442601557476311,9,3
usd_strongest,4,normal,22209,-0.02326330068990421,0.0,0.004637775567061888,-5.016047101356808,0.40884326174073576,-0.3342061902176649,0.0,0.2762163065536275,7,5
usd_weakest,4,normal,22209,0.024245379094031964,0.0,0.004653353150314057,5.210302831281059,0.40010806429825746,-0.2651477541845641,0.0,0.3432164321076139,7,5
usd_strong_minus_weak_change,4,normal,22209,-1.0066012629329144,-0.9820105966387956,0.006102242542832501,-164.95595772659613,,-1.5507682643121588,-0.9820105966387956,-0.3314512344510738,1,5
usd_basket_persistence,4,normal,22209,0.0031351222972830156,0.0,0.0031578695103309353,0.9927966583250187,0.4155972803818272,-0.201416823443227,0.0,0.2088480710031966,1,3
